"Notice
Date","Effective
Date","Received
Date",Company,City,County,"No. Of
Employees",Layoff/Closure Type
12/11/2020,12/11/2020,04/02/2021,Riverside Market Broiler,Riverside,Riverside County,1,Closure Temporary
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Ontario, Inc.",Ontario,San Bernardino County,1,Closure Temporary
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Simi Valley, Inc.",Simi Valley,Ventura County,1,Closure Temporary
03/24/2021,03/26/2021,04/06/2021,Academy Museum of Motion Pictures,Los Angeles,Los Angeles County,1,Layoff Temporary
03/25/2021,03/25/2021,04/06/2021,Pendry San Diego,San Diego,San Diego County,16,Layoff Temporary
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,8,Layoff Permanent
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,45,Layoff Permanent
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,5,Layoff Permanent
03/24/2021,05/28/2021,04/06/2021,"Johnson & Johnson Family of Companies dba Actelion
Pharmaceuticals US Inc.",South San Francisco,San Mateo County,35,Closure Permanent
03/26/2021,05/28/2021,04/06/2021,CSAA Insurance Group,Fairfield,Solano County,36,Closure Permanent
11/30/2020,12/31/2020,04/08/2021,"L.A. Family Housing Corp. at Project Room Key Site at
Super 8 by Wyndham Hotel",Canoga Park,Los Angeles County,3,Closure Permanent
11/30/2020,12/31/2020,04/08/2021,"L.A. Family Housing Corp. at Project Room Key Site at
The Howard Johnson",Reseda,Los Angeles County,8,Closure Permanent
11/30/2020,01/31/2021,04/08/2021,"L.A. Family Housing Corp. at Project Room Key Site at
The Airtel Plaza Hotel",Van Nuys,Los Angeles County,25,Closure Permanent
11/30/2020,02/12/2021,04/08/2021,"L.A. Family Housing Corp. at Project Room Key Site at
The Sportsmen's Lodge",Studio City,Los Angeles County,24,Closure Permanent
11/30/2020,03/31/2021,04/08/2021,"L.A. Family Housing Corp. at Project Room Key Site at
The Sherman Hotel",Sherman Oaks,Los Angeles County,3,Closure Permanent
03/10/2021,05/13/2021,04/08/2021,Food 4 Less #362,Los Angeles,Los Angeles County,97,Layoff Type Unknown
03/10/2021,05/13/2021,04/08/2021,Ralphs,Los Angeles,Los Angeles County,192,Layoff Type Unknown
03/11/2021,03/11/2021,04/12/2021,"WeWork Companies, Inc.",San Francisco,San Francisco County,1,Layoff Permanent
10/08/2020,12/04/2020,04/12/2021,"Southwestern & Pacific Specialty Finance, Inc.",Modesto,Stanislaus County,3,Layoff Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #133",San Leandro,Alameda County,3,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #170",Fremont,Alameda County,1,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #139",Pittsburg,Contra Costa County,2,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #160",Pinole,Contra Costa County,1,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #163",Los Banos,Merced County,1,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #173",Moreno Valley,Riverside County,4,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #156",Escondido,San Diego County,2,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #181",Oceanside,San Diego County,2,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #171",Santa Clara,Santa Clara County,2,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #185",Redding,Shasta County,2,Closure Permanent
10/08/2020,12/11/2020,04/13/2021,"Southwestern & Pacific Specialty Finance Inc. - Axcess
Financial Store #155",Yuba City,Sutter County,2,Closure Permanent
04/09/2021,04/09/2021,04/14/2021,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,9,Layoff Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2453 - Axcess Financial",Oroville,Butte County,1,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2533 - Axcess Financial",Reedley,Fresno County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#257 - Axcess Financial",Sun Valley,Los Angeles County,3,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#261 - Axcess Financial",Northridge,Los Angeles County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#274 - Axcess Financial",Huntington Park,Los Angeles County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2760 - Axcess Financial",Los Angeles,Los Angeles County,3,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#281 - Axcess Financial",Carson,Los Angeles County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#282 - Axcess Financial",Los Angeles,Los Angeles County,4,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#237 - Axcess Financial",La Mirada,Los Angeles County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2206",Lancaster,Los Angeles County,4,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#252 - Axcess Financial",Anaheim,Orange County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2736 - Axcess Financial",Murrieta,Riverside County,4,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#251 - Axcess Financial",Victorville,San Bernardino County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2342 - Axcess Financial",San Francisco,San Francisco County,4,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2269 - Axcess Financial",Millbrae,San Mateo County,1,Closure Permanent
03/25/2021,05/31/2021,04/15/2021,Hitachi Vantara,Santa Clara,Santa Clara County,65,Layoff Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#3027 - Axcess Financial",Vallejo,Solano County,2,Closure Permanent
10/08/2020,12/11/2020,04/15/2021,"Southwestern & Pacific Specialty Finance Inc. Store
#2963 - Axcess Financial",Visalia,Tulare County,4,Closure Permanent
03/25/2021,05/24/2021,04/20/2021,Transform SR LLC,Rancho Cucamonga,San Bernardino County,37,Closure Permanent
03/29/2021,06/26/2021,04/20/2021,Target Corporation,San Francisco,San Francisco County,37,Closure Permanent
03/29/2021,06/26/2021,04/20/2021,Target Corpoartion,Cupertino,Santa Clara County,35,Closure Permanent
03/03/2021,05/02/2021,04/26/2021,"MobiTV, Inc.",Emeryville,Alameda County,86,Layoff Permanent
04/06/2021,06/06/2021,04/26/2021,"New Relic, Inc.",San Francisco,San Francisco County,58,Layoff Permanent
03/24/2021,05/25/2021,04/27/2021,Lumentum Operations LLC,San Jose,Santa Clara County,165,Layoff Permanent
04/07/2021,04/27/2021,04/27/2021,"NBCUniversal Media LLC, Universal City Studios LLC
and Universal City Studios Productions LLLP",Universal City,Los Angeles County,74,Layoff Permanent
04/08/2021,05/28/2021,04/27/2021,Berber Food Manufacturing Inc. dba Mi Rancho,San Leandro,Alameda County,51,Closure Permanent
04/09/2021,06/08/2021,04/27/2021,Cal Cartage,Boron,Kern County,10,Closure Permanent
03/31/2021,06/01/2021,04/27/2021,MV Transportation,Glendale,Los Angeles County,37,Layoff Permanent
03/31/2021,06/01/2021,04/27/2021,MV Transportation Inc.,Paramount,Los Angeles County,39,Closure Permanent
03/01/2021,04/01/2021,04/27/2021,Loma Linda University Medical Center,Loma Linda,San Bernardino County,177,Layoff Permanent
04/15/2021,08/13/2021,04/28/2021,Community Tissue Services,Fresno,Fresno County,2,Closure Permanent
04/15/2021,06/10/2021,04/28/2021,The Hacienda Company,Sun Valley,Los Angeles County,66,Closure Permanent
04/15/2021,05/15/2021,04/28/2021,"Elk Grove Restoration LLC-Chick-fil-A Elk Grove
Marketplace",Elk Grove,Sacramento County,138,Closure Temporary
04/15/2021,04/23/2021,04/28/2021,"The Whole Cart, LLC",San Francisco,San Francisco County,5,Layoff Temporary
04/06/2021,05/31/2021,04/28/2021,"Crescendo Bioscience, Inc. dba Myriad Autoimmune",South San Francisco,San Mateo County,22,Layoff Permanent
04/15/2021,04/23/2021,04/28/2021,"Off the Grid Services, LLC - The Whole Cart, LLC",South San Francisco,San Mateo County,251,Closure Permanent
04/14/2021,06/14/2021,04/28/2021,Boston Scientific Corporation,Santa Rosa,Sonoma County,168,Closure Permanent
04/05/2021,05/31/2021,04/28/2021,"Morrison Management Specialists, Inc.",Moreno Valley,Riverside County,22,Closure Permanent
04/14/2021,06/30/2021,04/28/2021,"MV Transportation, Inc.",Lodi,San Joaquin County,34,Closure Permanent
04/12/2021,07/01/2021,04/28/2021,SunOpta Grains and Foods Inc.,South Gate,Los Angeles County,61,Closure Permanent
04/15/2021,06/18/2021,04/28/2021,Spartronics Irvine,Irvine,Orange County,74,Closure Permanent
04/23/2021,06/30/2021,04/29/2021,Hotel Managers Group at The Double Tree Hotel,Newark,Alameda County,53,Layoff Permanent
02/12/2021,04/16/2021,04/29/2021,"Centene Management Company, LLC and Health Net
Federal Service, LLC",Woodland Hills,Los Angeles County,122,Layoff Permanent
04/23/2021,06/26/2021,04/29/2021,Amazon.com Services Inc. - DLA4 facility,Chatsworth,Los Angeles County,156,Closure Permanent
04/27/2021,06/30/2021,04/29/2021,Sundance Holdings LLC,San Diego,San Diego County,9,Closure Permanent
04/20/2021,05/04/2021,04/29/2021,Five Star Living Inc. dba The Remington Club,San Diego,San Diego County,55,Closure Permanent
04/23/2021,06/25/2021,04/29/2021,BBVA Open Platform,San Francisco,San Francisco County,2,Closure Permanent
04/28/2021,07/09/2021,04/29/2021,Couch Distributing Company Inc.,Watsonville,Santa Cruz County,108,Layoff Permanent
04/23/2021,04/23/2021,04/29/2021,ART Asset Adjusters,Oxnard,Ventura County,4,Closure Permanent
03/31/2021,06/01/2021,04/29/2021,MV Transportation Inc.,Paramount,Los Angeles County,39,Closure Permanent
04/27/2021,06/30/2021,04/29/2021,"Transdev Rail Inc. with Southern California Regional Rail
Authority AKA Metrolink",San Dimas,Los Angeles County,71,Layoff Permanent
04/26/2021,06/30/2021,04/29/2021,Las Islas Family Medical Group,Oxnard,Ventura County,206,Closure Permanent
04/27/2021,06/23/2021,04/29/2021,Las Posas Family Medical Group Inc.,Camarillo,Ventura County,37,Closure Permanent
04/26/2021,06/25/2021,04/29/2021,Johnson & Johnson Consumer Inc.,Los Angeles,Los Angeles County,3,Layoff Permanent
04/12/2021,12/31/2021,04/30/2021,"L3 Technologies, Inc. - Subsidiary of L3Harris
Technologies",Sylmar,Los Angeles County,86,Closure Permanent
04/16/2021,06/30/2021,04/30/2021,Perspecta Inc.,Point Mugu Nawc,Ventura County,4,Layoff Permanent
04/30/2021,05/21/2021,05/04/2021,"CORE Community Organized Relief Effort at Dodgers
Stadium",Los Angeles,Los Angeles County,364,Closure Permanent
03/30/2021,06/30/2021,05/04/2021,Interconnect Solutions Company,Chino,San Bernardino County,30,Closure Type Unknown
04/29/2021,06/28/2021,05/04/2021,Wells Fargo,San Francisco,San Francisco County,10,Layoff Permanent
05/03/2021,07/02/2021,05/04/2021,Loon LLC,Mountain View,Santa Clara County,151,Layoff Permanent
04/29/2021,06/30/2021,05/04/2021,"SDH Services West LLC (Sodexo) at Long Beach
Medical Center",Long Beach,Los Angeles County,362,Layoff Permanent
04/30/2021,06/23/2021,05/04/2021,Conejo Valley Family Medical Group Inc.,Thousand Oaks,Ventura County,72,Closure Permanent
04/30/2021,06/23/2021,05/04/2021,"Ventura Seaside Medical Group Inc. dba West Ventura
Medical Clinic",Ventura,Ventura County,92,Closure Permanent
04/30/2021,06/30/2021,05/04/2021,Turner Techtronics,Burbank,Los Angeles County,24,Layoff Permanent
04/14/2021,05/23/2021,05/04/2021,"PR1 Automotive, LLC dba Mercedes-Benz of Marin",San Rafael,Marin County,68,Closure Permanent
04/30/2021,06/30/2021,05/06/2021,"Safran Electronics & Defense, Avionics USA LLC",Costa Mesa,Orange County,84,Closure Permanent
04/27/2021,07/05/2021,05/06/2021,Quality Aluminum Forge LLC,Orange,Orange County,100,Layoff Temporary
04/30/2021,06/30/2021,05/06/2021,Provenance dba ThinkSuite,Sacramento,Sacramento County,17,Closure Permanent
05/06/2021,12/31/2021,05/06/2021,Senneca Holdings/Simplex Isolation Systems,Fontana,San Bernardino County,23,Closure Permanent
05/05/2021,07/09/2021,05/06/2021,Amgen Inc.,Newbury Park,Ventura County,61,Layoff Permanent
05/06/2021,05/14/2021,05/06/2021,Worthy Integrated Holdings LLC dba Chick-fil-A,Oxnard,Ventura County,92,Closure Temporary
04/20/2021,06/24/2021,05/06/2021,Magnolia Family Medical Clinic,Oxnard,Ventura County,142,Closure Permanent
05/04/2021,05/06/2021,05/06/2021,MetroStar Express LLC,Fremont,Alameda County,73,Closure Permanent
04/21/2021,06/04/2021,05/06/2021,ASC Engineered Solutions International LLC,Ontario,San Bernardino County,14,Closure Permanent
04/07/2021,07/09/2021,05/06/2021,The RealReal,Brisbane,San Mateo County,327,Closure Permanent
07/27/2020,09/30/2020,05/07/2021,Polly's Inc.,Yucaipa,San Bernardino County,3,Layoff Permanent
05/06/2021,05/31/2021,05/11/2021,Rubio Arts Corporation,Anaheim,Orange County,22,Closure Permanent
05/06/2021,08/04/2021,05/11/2021,"Prime Healthcare Paradise Valley LLC dba Paradise
Valley Hospital Birthing Center",National City,San Diego County,39,Layoff Permanent
04/15/2021,06/15/2021,05/11/2021,"Northrop Grumman Corporation, Mission Systems Sector",San Diego,San Diego County,224,Layoff Permanent
05/11/2021,07/09/2021,05/13/2021,Kaiser Foundation Hospitals,San Jose,Santa Clara County,1,Layoff Permanent
05/11/2021,07/09/2021,05/13/2021,Kaiser Foundation Hospitals,Santa Clara,Santa Clara County,10,Layoff Temporary
05/12/2021,05/13/2021,05/13/2021,"Spine and Pain Treatment Medical Center of Santa
Barbara",Modesto,Stanislaus County,12,Closure Permanent
05/12/2021,05/13/2021,05/13/2021,"Spine and Pain Treatment Medical Center of Santa
Barbara Inc.",Oxnard,Ventura County,12,Closure Permanent
05/12/2021,05/14/2021,05/13/2021,"Lags Spine and Sportscare Medical Centers Inc. dba
Lags Medical Centers",Ventura,Ventura County,14,Closure Permanent
05/12/2021,05/12/2021,05/13/2021,Lagz Corporation,Oxnard,Ventura County,1,Closure Permanent
04/26/2021,06/25/2021,05/18/2021,Sierra Vista Family Medical Clinic,Simi Valley,Ventura County,99,Closure Permanent
05/14/2021,06/26/2021,05/18/2021,Mandalay Bay Women and Children's Medical Group,Oxnard,Ventura County,38,Layoff Permanent
05/12/2021,07/14/2021,05/18/2021,Anaheim Global Medical Center Inc.,Anaheim,Orange County,70,Layoff Permanent
03/12/2021,06/16/2021,05/21/2021,"East Valley Glendora Hospital LLC dba Glendora Oaks
Behavioral Health Hospital",Glendora,Los Angeles County,96,Closure Permanent
05/20/2021,06/30/2021,05/27/2021,Foto-Kem Industries Inc.,Burbank,Los Angeles County,3,Layoff Temporary
05/21/2021,06/19/2021,05/27/2021,CORE Community Organized Relief Effort,Woodland Hills,Los Angeles County,141,Closure Permanent
05/21/2021,06/26/2021,05/27/2021,CORE Community Organized Relief Effort,Los Angeles,Los Angeles County,82,Closure Permanent
05/20/2021,07/19/2021,05/27/2021,General Atomics,San Diego,San Diego County,108,Layoff Permanent
05/20/2021,07/18/2021,05/27/2021,Wells Fargo & Company,San Francisco,San Francisco County,33,Layoff Permanent
05/19/2021,07/30/2021,05/27/2021,BioReference Laboratories Inc.,Campbell,Santa Clara County,33,Closure Permanent
05/19/2021,07/18/2021,05/27/2021,Three G's Inc.,Ontario,San Bernardino County,65,Closure Permanent
05/22/2021,06/30/2021,06/01/2021,CORE Community Organized Relief Effort,Los Angeles,Los Angeles County,192,Closure Permanent
05/22/2021,07/03/2021,06/01/2021,CORE Community Organized Relief Effort,Pacoima,Los Angeles County,69,Closure Permanent
05/22/2021,07/10/2021,06/01/2021,CORE Community Organized Relief Effort,Los Angeles,Los Angeles County,100,Closure Permanent
05/22/2021,07/31/2021,06/01/2021,CORE Community Organized Relief Effort,Los Angeles,Los Angeles County,51,Closure Permanent
05/22/2021,07/31/2021,06/01/2021,CORE Community Organized Relief Effort,Los Angeles,Los Angeles County,67,Closure Permanent
05/22/2021,07/31/2021,06/01/2021,CORE Community Organized Relief Effort,San Fernando,Los Angeles County,63,Closure Permanent
05/26/2021,08/01/2021,06/03/2021,Cornerstone OnDemand,Santa Monica,Los Angeles County,65,Layoff Permanent
05/27/2021,08/02/2021,06/03/2021,Paychex North America Inc.,Riverside,Riverside County,4,Closure Permanent
05/12/2021,06/19/2021,06/03/2021,Adventist Health and Rideout United Com-Serve,Yuba City,Sutter County,19,Layoff Permanent
05/12/2021,06/19/2021,06/03/2021,Adventist Health and Rideout,Marysville,Yuba County,51,Layoff Permanent
05/25/2021,07/31/2021,06/03/2021,First Student,San Francisco,San Francisco County,228,Layoff Permanent
05/26/2021,06/24/2021,06/03/2021,White Glove Logistics LLC - DFA5 (Amazon Station),South San Francisco,San Mateo County,39,Closure Permanent
04/28/2021,07/01/2021,06/08/2021,Turning Point Community Programs - Home Office,Rancho Cordova,Sacramento County,7,Layoff Permanent
04/28/2021,09/01/2021,06/08/2021,Turning Point Community Programs (TPCP),Modesto,Stanislaus County,44,Layoff Permanent
04/28/2021,07/01/2021,06/08/2021,Turning Point Community Programs - Yolo,Davis,Yolo County,15,Layoff Permanent
05/11/2021,05/19/2021,06/10/2021,PIH Health Downey Hospital,Downey,Los Angeles County,25,Layoff Permanent
05/31/2021,07/31/2021,06/10/2021,Paramount Building Services LLC,Los Angeles,Los Angeles County,27,Layoff Permanent
05/31/2021,07/31/2021,06/10/2021,Paramount Building Services LLC dba Bristol #6,Long Beach,Los Angeles County,6,Layoff Permanent
05/31/2021,07/31/2021,06/10/2021,Paramount Building Services LLC dba Bristol Farms #2,South Pasadena,Los Angeles County,6,Layoff Permanent
05/10/2021,05/07/2021,06/10/2021,Hyatt Corporation dba Hyatt Regency San Francisco,San Francisco,San Francisco County,4,Layoff Temporary
06/01/2021,06/04/2021,06/10/2021,Katerra Tracy Facility,Tracy,San Joaquin County,287,Closure Permanent
05/17/2021,07/19/2021,06/10/2021,Gateway Logistics Technologies LLC,Wilmington,Los Angeles County,42,Closure Permanent
06/01/2021,07/30/2021,06/10/2021,"Forfeiture Support Associates LLC dba FSA Federal -
subcontractor of Sciolex Corporation",Laguna Niguel,Orange County,440,Layoff Permanent
05/05/2021,07/31/2021,06/10/2021,First Student,San Francisco,San Francisco County,188,Layoff Permanent
