Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
03/18/2020,03/20/2020,03/24/2020,Homewood Suites By Hilton-Anaheim Resort- Convention Center,Anaheim,Orange County,73,Closure Temporary
03/24/2020,03/24/2020,03/24/2020,"Quick Bridge Funding, LLC",Irvine,Orange County,49,Layoff Unknown at this time
03/24/2020,03/25/2020,03/24/2020,JC Resorts dba Los Serranos Golf Club,Chino Hills,San Bernardino County,98,Layoff Unknown at this time
03/19/2020,03/22/2020,03/24/2020,Hyatt Regency La Jolla,San Diego,San Diego County,235,Closure Temporary
03/19/2020,03/13/2020,03/24/2020,"Hakkasan Holdings, LLC, dba Hakkasan Group",San Diego,San Diego County,4,Closure Temporary
03/21/2020,03/21/2020,03/24/2020,"Azul Hospitality dba Broadway, LLC aka The Guild Hotel San Diego",San Diego,San Diego County,101,Layoff Temporary
03/20/2020,03/25/2020,03/24/2020,Hospitality Team Members Inc dba Welk Resorts,San Marcos,San Diego County,110,Layoff Temporary
03/20/2020,03/25/2020,03/24/2020,Welk Resort San Diego,Escondido,San Diego County,216,Layoff Temporary
03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc,San Luis Obispo,San Luis Obispo County,166,Closure Permanent
03/24/2020,03/25/2020,03/24/2020,Movement for Life Inc.,San Luis Obispo,San Luis Obispo County,166,Layoff Unknown at this time
03/19/2020,03/17/2020,03/24/2020,Alisal Properties dba Alisal Guest Ranch & Resort,Solvang,Santa Barbara County,348,Closure Temporary
03/23/2020,03/23/2020,03/24/2020,"Azul Hospitality - SRSB, LLC",Redding,Shasta County,121,Layoff Temporary
03/23/2020,03/18/2020,03/24/2020,"Tarantula Hill Brewing Company, LLC",Thousand Oaks,Ventura County,71,Layoff Permanent
03/24/2020,03/24/2020,03/24/2020,"Museum of Contemporary Art, Los Angeles",Los Angeles,Los Angeles County,109,Layoff Unknown at this time
03/24/2020,03/12/2020,03/24/2020,"Merritt Hospitality, LLC dba Monterey Tides",Monterey,Monterey County,107,Layoff Temporary
03/24/2020,03/24/2020,03/24/2020,Zephyr Hotel San Francisco,San Francisco,San Francisco County,73,Layoff Temporary
06/16/2020,03/22/2020,03/24/2020,"Shadkor, Inc. DBA Milt & Edie&rsquo;s Drycleaners",Burbank,Los Angeles County,67,Layoff Temporary
03/18/2020,03/18/2020,03/24/2020,Doubletree Los Angeles Downtown,Los Angeles,Los Angeles County,96,Layoff Temporary
03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale Group Holdings, LLC",Los Angeles,Los Angeles County,95,Layoff Temporary
03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale Group Holdings, LLC",Marina Del Rey,Los Angeles County,70,Layoff Temporary
03/19/2020,03/20/2020,03/24/2020,Hyatt Centric The Pike Long Beach,Long Beach,Los Angeles County,73,Closure Temporary
03/19/2020,03/20/2020,03/24/2020,Hyatt Regency Long Beach,Long Beach,Los Angeles County,429,Closure Temporary
03/19/2020,03/20/2020,03/24/2020,"O.P.H. - R.B., Inc., The Original Pancake House",Redondo Beach,Los Angeles County,44,Closure Temporary
03/24/2020,03/15/2020,03/24/2020,Autism Behavior Consultants,Torrance,Los Angeles County,150,Layoff Temporary
03/24/2020,03/14/2020,03/24/2020,Napa Valley Casino,American Canyon,Napa County,1,Layoff Unknown at this time
03/19/2020,03/20/2020,03/24/2020,"O.P.H Laguna Hills, Inc. dba The Original Pancake House",Aliso Viejo,Orange County,42,Closure Temporary
03/19/2020,03/20/2020,03/24/2020,"OPH Restaurant Surf City LLC, dba The Original Pancake House",Huntington Beach,Orange County,40,Closure Temporary
03/19/2020,03/14/2020,03/24/2020,Players Casino,Ventura,Ventura County,183,Closure Temporary
03/23/2020,03/17/2020,03/23/2020,YogaWorks,Culver City,Los Angeles County,1514,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,"GL CCH, LLC dba Culver City Honda",Culver City,Los Angeles County,110,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,GL CCT LLC dba Culver City Toyota,Culver City,Los Angeles County,181,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,"GL HHR, LLC dba Hammer Honda",Reseda,Los Angeles County,79,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,"GL HMH, LLC dba Hamer Toyota",Mission Hills,Los Angeles County,233,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,"GL WCT LLC, dba: West Coast Toyota",Long Beach,Los Angeles County,98,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,GL LBH dba Long Beach Honda,Signal Hill,Los Angeles County,115,Layoff Unknown at this time
03/23/2020,03/17/2020,03/23/2020,"Merritt Hospitality, LLC dba Costa Mesa Marriott",Costa Mesa,Orange County,1,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,"GL Huntington Beach LLC aka Huntington Beach Nissan, LLC dba
Stadium Nissan",Orange,Orange County,76,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,GL TOD LLC dba Toyota of the Desert,Cathedral City,Riverside County,126,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,GL HOD LLC dba: Honda of the Desert,Cathedral City,Riverside County,69,Layoff Unknown at this time
03/23/2020,03/23/2020,03/23/2020,Dariotis Group dba Old Spaghetti Factory,Rancho Cucamonga,San Bernardino County,118,Layoff Temporary
03/27/2020,03/27/2020,03/23/2020,Greenfield Fence Inc,Oceanside,San Diego County,1,Layoff Unknown at this time
03/22/2020,03/24/2020,03/23/2020,Crews,Los Angeles,Los Angeles County,243,Layoff Unknown at this time
03/23/2020,03/18/2020,03/23/2020,Pebble Beach Company,Pebble Beach,Monterey County,1800,Closure Temporary
03/19/2020,03/22/2020,03/23/2020,Hotel RIU Plaza Fisherman&rsquo;s Wharf,San Francisco,San Francisco County,209,Closure Temporary
03/19/2020,05/22/2020,03/23/2020,"Mizkan America, Inc.",Stockton,San Joaquin County,221,Closure Permanent
03/20/2020,03/20/2020,03/23/2020,LAFAYETTE PARK HOTEL ASSOCIATES,Lafayette,Contra Costa County,175,Layoff Permanent
03/23/2020,03/20/2020,03/23/2020,Del Amo Motorsports,Redondo Beach,Los Angeles County,1,Layoff Unknown at this time
03/19/2020,03/20/2020,03/23/2020,Las Alcobas Resort & Spa,Saint Helena,Napa County,143,Layoff Temporary
03/19/2020,03/23/2020,03/23/2020,Hilton San Diego/Del Mar,Del Mar,San Diego County,95,Layoff Temporary
03/21/2020,03/20/2020,03/21/2020,Residence Inn by Marriott Newark Silicon Valley,Newark,Alameda County,41,Layoff Unknown at this time
03/20/2020,03/20/2020,03/21/2020,Stanford Park Hotel,Menlo Park,San Mateo County,124,Layoff Temporary
03/21/2020,03/13/2020,03/21/2020,Embassy Suites Irvine,Irvine,Orange County,73,Layoff Temporary
03/20/2020,03/17/2020,03/21/2020,Feast California Cafe LLC dba Corner Bakery Cafe,Murrieta,Riverside County,173,Layoff Temporary
03/20/2020,03/17/2020,03/21/2020,"Feast California Cafe, LLC",Murrieta,Riverside County,173,Layoff Temporary
03/20/2020,03/19/2020,03/21/2020,"DMSD Restaurants, Inc. dba Denny's",Murrieta,Riverside County,492,Layoff Unknown at this time
03/21/2020,03/21/2020,03/21/2020,Hyatt Regency San Francisco,San Francisco,San Francisco County,469,Layoff Unknown at this time
03/18/2020,03/16/2020,03/20/2020,"Regency Enterprises, Incorporated DBA Regency Lighting",Chatsworth,Los Angeles County,39,Layoff Temporary
03/18/2020,03/17/2020,03/20/2020,Burke Williams Beyond the Spa,Woodland Hills,Los Angeles County,145,Closure Temporary
03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc,Inglewood,Los Angeles County,56,Closure Temporary
03/18/2020,03/17/2020,03/20/2020,"Burke Williams, Inc.",Sherman Oaks,Los Angeles County,125,Closure Temporary
03/18/2020,03/19/2020,03/20/2020,Ventana Big Sur,Big Sur,Monterey County,216,Layoff Temporary
03/18/2020,03/18/2020,03/20/2020,"S3 Hospitality, LLC dba Hilton Garden Inn",Irvine,Orange County,70,Closure Temporary
03/18/2020,03/18/2020,03/20/2020,"SoCal Hospitality , LLC dba Hilton Garden Inn",Lake Forest,Orange County,63,Closure Temporary
03/18/2020,03/18/2020,03/20/2020,"Tides Hospitality, LLC dba Hampton Inn & Suites",Irvine,Orange County,47,Closure Temporary
03/18/2020,03/17/2020,03/20/2020,Burke Williams Day Inc.,Orange,Orange County,127,Closure Temporary
03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Sacramento, LLC",Sacramento,Sacramento County,115,Layoff Permanent
03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Rancho Cucamonga, LLC",Rancho Cucamonga,San Bernardino County,105,Layoff Permanent
03/30/2020,03/16/2020,03/20/2020,Wood Yu LLC,San Diego,San Diego County,34,Layoff Temporary
03/18/2020,03/16/2020,03/20/2020,"Punch Bowl San Diego, LLC",San Diego,San Diego County,99,Layoff Permanent
03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc.,San Jose,Santa Clara County,137,Closure Temporary
03/18/2020,03/22/2020,03/20/2020,"OSM Aviation, Inc.",Los Angeles,Los Angeles County,101,Layoff Temporary
03/20/2020,03/14/2020,03/20/2020,Marriott-San Diego La Jolla,La Jolla,San Diego County,161,Layoff Temporary
03/18/2020,03/17/2020,03/19/2020,Republic Master Chefs,Los Angeles,Los Angeles County,72,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,"Abbey Restaurants and Bars USA-LA, LLC and The Chapel Weho LLC",West Hollywood,Los Angeles County,159,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,Republic Master Chefs,Long Beach,Los Angeles County,64,Layoff Temporary
03/18/2020,03/19/2020,03/19/2020,Z Gallerie Corporate Offices,Gardena,Los Angeles County,24,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservice Limited Partnership and Rank and Rally LLC,Mammoth Lakes,Mono County,548,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,"Pacific Coast Hospitality, LLC dba Holiday Inn Express",Costa Mesa,Orange County,17,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,Garden Fresh Restaurants LLC,Fullerton,Orange County,75,Layoff Permanent
03/17/2020,03/17/2020,03/19/2020,Resort At Squaw Creek,Olympic Valley,Placer County,371,Layoff Temporary
03/17/2020,03/25/2020,03/19/2020,Hotel Indigo San Diego Gaslamp,San Diego,San Diego County,53,Layoff Temporary
03/18/2020,03/17/2020,03/19/2020,"GCiuffa, Inc.",San Diego,San Diego County,60,Layoff Temporary
03/17/2020,03/17/2020,03/19/2020,Rosewood Cordevalle,San Martin,Santa Clara County,263,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,Smothers & White Inc.,Santa Rosa,Sonoma County,63,Layoff Temporary
03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservices Limited Partnership,Carson,Los Angeles County,97,Layoff Temporary
03/17/2020,03/17/2020,03/19/2020,AMERICAN KIDS SPORTS CENTER,Bakersfield,Kern County,150,Layoff Temporary
03/17/2020,03/17/2020,03/19/2020,"Cucagna, LTD. dba Zuni Cafe",San Francisco,San Francisco County,91,Layoff Temporary
03/17/2020,03/17/2020,03/17/2020,Himeji Castle Inc,La Mesa,San Diego County,88,Layoff Temporary
03/16/2020,03/16/2020,03/17/2020,"Hakkasan Holdings, LLC",San Francisco,San Francisco County,106,Layoff Temporary
03/11/2020,05/15/2020,03/16/2020,"Nestle R&D Center, Inc.",Bakersfield,Kern County,51,Layoff Permanent
03/13/2020,03/19/2020,03/16/2020,"DO & CO Los Angeles, Inc.",Redondo Beach,Los Angeles County,277,Layoff Temporary
03/13/2020,05/12/2020,03/16/2020,HEAD WEST INC.,Compton,Los Angeles County,100,Closure Permanent
03/14/2020,03/14/2020,03/16/2020,"Bicycle Casino, L.P.",Bell Gardens,Los Angeles County,1500,Layoff Temporary
03/13/2020,05/15/2020,03/16/2020,"HII San Diego Shipyard, Inc.",San Diego,San Diego County,67,Layoff Permanent
03/16/2020,04/26/2020,03/16/2020,DTE Woodland Biomass,Woodland,Yolo County,22,Layoff Permanent
03/09/2020,03/06/2020,03/12/2020,Choura Events,Compton,Los Angeles County,18,Closure Permanent
03/09/2020,03/06/2020,03/12/2020,Choura Events,Torrance,Los Angeles County,27,Layoff Permanent
03/11/2020,05/15/2020,03/11/2020,Mylan Pharmaceuticals Inc.,San Carlos,San Mateo County,93,Closure Permanent
03/11/2020,03/06/2020,03/11/2020,Boosted Inc,Mountain View,Santa Clara County,75,Layoff Permanent
03/09/2020,05/09/2020,03/10/2020,"Simpler Postage, Inc.",San Leandro,Alameda County,3,Closure Permanent
03/09/2020,05/15/2020,03/10/2020,Saccani Distributing Company,Sacramento,Sacramento County,130,Closure Unknown at this time
03/06/2020,05/08/2020,03/09/2020,Thales Avionics Inc,Irvine,Orange County,128,Layoff Permanent
03/09/2020,05/08/2020,03/09/2020,Mauser Packaging Solutions,Adelanto,San Bernardino County,40,Closure Permanent
03/09/2020,05/09/2020,03/09/2020,Redline Courier Service,Chino,San Bernardino County,43,Layoff Permanent
03/02/2020,03/13/2020,03/09/2020,"FinishMaster, Inc.",San Diego,San Diego County,4,Closure Permanent
03/02/2020,05/10/2020,03/09/2020,Oh My Green's Warehouse,Burlingame,San Mateo County,115,Closure Permanent
03/09/2020,06/22/2020,03/09/2020,"Nestle Usa, Inc.",Modesto,Stanislaus County,74,Closure Temporary
03/05/2020,05/05/2020,03/09/2020,Twentieth Century Fox Film Corp,Los Angeles,Los Angeles County,135,Layoff Permanent
02/26/2020,01/03/2020,03/09/2020,TE Connectivity Corporation,Oceanside,San Diego County,9,Closure Permanent
01/27/2020,05/08/2020,03/05/2020,Molson Coors Beverage Company,Baldwin Park,Los Angeles County,425,Closure Permanent
02/27/2020,05/01/2020,03/03/2020,XOJET Aviation LLC,South San Francisco,San Mateo County,2,Closure Permanent
02/28/2020,03/31/2020,03/03/2020,Hitachi Vantara,Santa Clara,Santa Clara County,151,Layoff Permanent
02/25/2020,04/30/2020,03/03/2020,LJT Flowers Inc.,Oxnard,Ventura County,15,Closure Permanent
02/28/2020,02/28/2020,03/03/2020,"Shippers Transport Express, Inc.",Carson,Los Angeles County,144,Layoff Unknown at this time
04/29/2019,07/01/2019,03/03/2020,Kimberly-Clark Corporation,Fullerton,Orange County,204,Closure Permanent
02/28/2020,05/01/2020,03/03/2020,National Express Transit,Merced,Merced County,267,Closure Permanent
02/20/2020,05/03/2020,03/03/2020,"Car Spa, Inc.",Norco,Riverside County,57,Layoff Permanent
02/25/2020,04/30/2020,03/02/2020,"Avanos Medical, Inc.",Irvine,Orange County,43,Closure Permanent
02/21/2020,04/21/2020,03/02/2020,Tocagen Inc.,San Diego,San Diego County,2,Layoff Permanent
02/27/2020,05/01/2020,03/02/2020,XO Assets LLC,South San Francisco,San Mateo County,1,Closure Permanent
02/27/2020,05/01/2020,03/02/2020,XO Holding Inc,South San Francisco,San Mateo County,10,Closure Permanent
02/28/2020,04/30/2020,03/02/2020,"QIC Properties US, Inc.",San Bruno,San Mateo County,5,Layoff Permanent
02/25/2020,02/26/2020,03/02/2020,"Cisco Systems, Inc.",Milpitas,Santa Clara County,171,Layoff Permanent
02/25/2020,02/26/2020,03/02/2020,"Cisco Systems, Inc.",San Jose,Santa Clara County,224,Layoff Permanent
03/02/2020,05/04/2020,03/02/2020,"Driven Performance Brands, Inc.",West Sacramento,Yolo County,91,Layoff Permanent
03/02/2020,06/17/2020,03/02/2020,"Driven Performance Brands, Inc.",West Sacramento,Yolo County,46,Layoff Permanent
02/21/2020,04/27/2020,02/26/2020,"Montage Hotels and Resorts, LLC dba Montage International",Beverly Hills,Los Angeles County,489,Closure Permanent
02/24/2020,02/28/2020,02/26/2020,"Forever 21, Inc.",Los Angeles,Los Angeles County,93,Layoff Permanent
05/02/2019,07/05/2019,02/25/2020,Alticor Inc.,Buena Park,Orange County,45,Layoff Permanent
02/14/2020,04/14/2020,02/25/2020,Tocagen Inc.,San Diego,San Diego County,7,Layoff Permanent
02/13/2020,04/15/2020,02/25/2020,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,94,Layoff Permanent
02/14/2020,04/16/2020,02/25/2020,"Transportation Brokerage Specialists, Inc.",West Sacramento,Yolo County,60,Layoff Permanent
02/21/2020,04/24/2020,02/25/2020,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,6,Layoff Permanent
02/18/2020,04/20/2020,02/21/2020,AT&T,El Segundo,Los Angeles County,12,Layoff Permanent
02/19/2020,01/03/2020,02/21/2020,"Confluent Medical Technologies, Inc.",Campbell,Santa Clara County,60,Closure Permanent
02/18/2020,04/13/2020,02/21/2020,ManpowerGroup,Los Angeles,Los Angeles County,16,Layoff Permanent
02/20/2020,06/01/2020,02/21/2020,Freedom Mortgage Corporation,San Dimas,Los Angeles County,171,Closure Permanent
02/20/2020,04/21/2020,02/21/2020,MarketBar Caf&eacute; Partners L.P. dba MarketBar,San Francisco,San Francisco County,69,Closure Permanent
02/13/2020,04/13/2020,02/20/2020,Fabfitfun Inc,Los Angeles,Los Angeles County,137,Layoff Permanent
02/13/2020,03/13/2020,02/20/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,3,Layoff Permanent
02/14/2020,04/14/2020,02/20/2020,"National Distribution Centers, LLC",Mira Loma,Riverside County,261,Closure Permanent
02/14/2020,04/17/2020,02/20/2020,"HII San Diego Shipyard, Inc.",San Diego,San Diego County,120,Layoff Permanent
02/13/2020,03/18/2020,02/20/2020,"Genentech, Inc",South San Francisco,San Mateo County,114,Closure Permanent
02/13/2020,04/13/2020,02/20/2020,"LogMeIn USA, Inc.",Goleta,Santa Barbara County,92,Layoff Permanent
02/14/2020,04/14/2020,02/20/2020,Eclipse IA,Mira Loma,Riverside County,54,Closure Permanent
02/14/2020,04/14/2020,02/20/2020,"OTS Solutions, LLC",Mira Loma,Riverside County,260,Closure Permanent
02/13/2020,03/13/2020,02/14/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,3,Closure Permanent
02/12/2020,03/10/2020,02/13/2020,Braiform Enterprises,Fullerton,Orange County,21,Closure Permanent
02/12/2020,04/17/2020,02/13/2020,"MSG Sports & Entertainment, LLC",San Francisco,San Francisco County,72,Closure Permanent
02/12/2020,06/26/2020,02/13/2020,Varex Imaging,Santa Clara,Santa Clara County,105,Closure Permanent
02/13/2020,04/15/2020,02/13/2020,Jetsetter Express LLC,West Sacramento,Yolo County,84,Closure Permanent
02/07/2020,04/07/2020,02/12/2020,"Metis TPS, LLC",Hawaiian Gardens,Los Angeles County,500,Layoff Permanent
02/05/2020,04/03/2020,02/12/2020,Adventist Health St. Helena,Saint Helena,Napa County,8,Closure Permanent
02/07/2020,04/07/2020,02/12/2020,"Safariland, LLC",Ontario,San Bernardino County,12,Layoff Permanent
01/17/2020,03/31/2020,02/12/2020,"CP Kelco U.S., Inc.",San Diego,San Diego County,8,Closure Permanent
02/10/2020,02/11/2020,02/12/2020,"Brandless, Inc.",San Francisco,San Francisco County,78,Layoff Permanent
02/10/2020,03/30/2020,02/12/2020,Atrium LTS,San Francisco,San Francisco County,14,Layoff Permanent
02/12/2020,04/17/2020,02/12/2020,Delivery Guys LLC,South San Francisco,San Mateo County,62,Closure Permanent
02/12/2020,04/12/2020,02/12/2020,"Essential Products, Inc.",Palo Alto,Santa Clara County,86,Layoff Permanent
02/05/2020,03/31/2020,02/07/2020,"Teleperformance USA-FHCS, Inc.",Burbank,Los Angeles County,140,Closure Permanent
02/06/2020,04/15/2020,02/07/2020,ALPINE VILLAGE,Torrance,Los Angeles County,35,Closure Permanent
02/07/2020,04/07/2020,02/07/2020,Karma Automotive LLC,Irvine,Orange County,60,Layoff Permanent
02/06/2020,05/29/2020,02/07/2020,"UHS of Delaware, Inc.",Murrieta,Riverside County,76,Layoff Permanent
02/06/2020,04/10/2020,02/06/2020,"Meggitt (Orange County), Inc. d/b/a Meggitt Sensing Systems",Irvine,Orange County,28,Layoff Permanent
02/06/2020,04/10/2020,02/06/2020,PIER 1 IMPORTS,Ontario,San Bernardino County,134,Closure Permanent
02/05/2020,04/05/2020,02/06/2020,Senior Aerospace Jet Products,San Diego,San Diego County,69,Layoff Permanent
02/05/2020,04/06/2020,02/06/2020,Alpha Staffing,San Jose,Santa Clara County,152,Layoff Permanent
01/30/2020,04/30/2020,02/05/2020,"Rodgers Trucking, Inc.",San Leandro,Alameda County,135,Closure Permanent
01/31/2020,04/01/2020,02/05/2020,"Premiere Raspberries, LLC",Watsonville,Santa Cruz County,334,Closure Permanent
